longitude,latitude,elevation
80.15499999999963,12.75,38.4
80.15999999999963,12.75,28.7
80.16499999999962,12.75,29.7
80.16999999999962,12.75,34.9
80.17499999999961,12.75,35.8
80.17999999999961,12.75,29.6
80.1849999999996,12.75,23.7
80.1899999999996,12.75,27.1
80.1949999999996,12.75,22.9
80.19999999999959,12.75,16.4
80.20499999999959,12.75,16.0
80.20999999999958,12.75,10.3
80.21499999999958,12.75,21.4
80.21999999999957,12.75,20.2
80.22499999999957,12.75,11.8
80.22999999999956,12.75,18.6
80.23499999999956,12.75,15.1
80.23999999999955,12.75,12.1
80.24499999999955,12.75,10.7
80.24999999999955,12.75,19.3
80.25499999999954,12.75,9.1
80.25999999999954,12.75,3.0
80.26499999999953,12.75,4.0
80.26999999999953,12.75,3.5
80.27499999999952,12.75,-2.0
80.27999999999952,12.75,-2.0
80.28499999999951,12.75,0.8
80.28999999999951,12.75,0.7
80.2949999999995,12.75,-0.0
80.2999999999995,12.75,5.4
80.3049999999995,12.75,7.1
80.30999999999949,12.75,2.9
80.31499999999949,12.75,1.1
80.31999999999948,12.75,10.6
80.32499999999948,12.75,-1.4
80.32999999999947,12.75,-2.0
80.33499999999947,12.75,-0.1
80.33999999999946,12.75,9.3
80.34499999999946,12.75,3.5
80.34999999999945,12.75,3.6
80.35499999999945,12.75,9.3
80.35999999999945,12.75,9.7
80.36499999999944,12.75,7.6
80.36999999999944,12.75,-1.7
80.37499999999943,12.75,1.6
80.37999999999943,12.75,-1.0
80.38499999999942,12.75,-2.0
80.38999999999942,12.75,-0.9
80.39499999999941,12.75,0.1
80.39999999999941,12.75,1.1
80.4049999999994,12.75,0.5
80.4099999999994,12.75,5.7
80.4149999999994,12.75,-1.9
80.41999999999939,12.75,-2.0
80.42499999999939,12.75,7.1
80.42999999999938,12.75,4.7
80.43499999999938,12.75,-2.0
80.43999999999937,12.75,16.0
80.44499999999937,12.75,10.1
80.44999999999936,12.75,-2.0
79.75,12.755,140.9
79.755,12.755,130.7
79.75999999999999,12.755,142.4
79.76499999999999,12.755,129.1
79.76999999999998,12.755,116.1
79.77499999999998,12.755,117.8
79.77999999999997,12.755,131.2
79.78499999999997,12.755,128.5
79.78999999999996,12.755,127.6
79.79499999999996,12.755,126.9
79.79999999999995,12.755,118.5
79.80499999999995,12.755,120.4
79.80999999999995,12.755,112.2
79.81499999999994,12.755,107.5
79.81999999999994,12.755,122.1
79.82499999999993,12.755,118.9
79.82999999999993,12.755,113.7
79.83499999999992,12.755,108.2
79.83999999999992,12.755,109.2
79.84499999999991,12.755,116.5
79.84999999999991,12.755,108.1
79.8549999999999,12.755,108.2
79.8599999999999,12.755,114.5
79.8649999999999,12.755,111.1
79.86999999999989,12.755,111.0
79.87499999999989,12.755,105.5
79.87999999999988,12.755,110.4
79.88499999999988,12.755,97.5
79.88999999999987,12.755,105.9
79.89499999999987,12.755,94.6
79.89999999999986,12.755,96.2
79.90499999999986,12.755,97.7
79.90999999999985,12.755,104.6
79.91499999999985,12.755,100.8
79.91999999999985,12.755,96.6
79.92499999999984,12.755,100.9
79.92999999999984,12.755,91.9
79.93499999999983,12.755,86.8
79.93999999999983,12.755,87.0
79.94499999999982,12.755,91.6
79.94999999999982,12.755,99.7
79.95499999999981,12.755,88.8
79.95999999999981,12.755,84.6
79.9649999999998,12.755,76.9
79.9699999999998,12.755,89.4
79.9749999999998,12.755,88.0
79.97999999999979,12.755,81.0
79.98499999999979,12.755,86.9
79.98999999999978,12.755,91.4
79.99499999999978,12.755,84.4
79.99999999999977,12.755,81.3
80.00499999999977,12.755,83.7
80.00999999999976,12.755,83.6
80.01499999999976,12.755,84.6
80.01999999999975,12.755,76.0
80.02499999999975,12.755,76.3
80.02999999999975,12.755,84.4
80.03499999999974,12.755,72.1
80.03999999999974,12.755,71.7
80.04499999999973,12.755,71.4
80.04999999999973,12.755,76.2
80.05499999999972,12.755,63.1
80.05999999999972,12.755,58.9
80.06499999999971,12.755,67.0
80.06999999999971,12.755,63.9
80.0749999999997,12.755,53.8
80.0799999999997,12.755,54.9
80.0849999999997,12.755,65.6
80.08999999999969,12.755,66.6
80.09499999999969,12.755,55.2
80.09999999999968,12.755,52.7
80.10499999999968,12.755,58.3
80.10999999999967,12.755,63.9
80.11499999999967,12.755,53.3
80.11999999999966,12.755,56.7
80.12499999999966,12.755,57.6
80.12999999999965,12.755,54.4
80.13499999999965,12.755,53.2
80.13999999999965,12.755,55.7
80.14499999999964,12.755,49.7
80.14999999999964,12.755,41.7
80.15499999999963,12.755,27.6
80.15999999999963,12.755,29.2
80.16499999999962,12.755,28.9
80.16999999999962,12.755,29.1
80.17499999999961,12.755,20.3
80.17999999999961,12.755,19.1
80.1849999999996,12.755,29.7
80.1899999999996,12.755,22.3
80.1949999999996,12.755,16.2
80.19999999999959,12.755,18.7
80.20499999999959,12.755,12.1
80.20999999999958,12.755,11.2
80.21499999999958,12.755,20.9
80.21999999999957,12.755,28.4
80.22499999999957,12.755,15.2
80.22999999999956,12.755,14.0
80.23499999999956,12.755,17.8
80.23999999999955,12.755,24.4
80.24499999999955,12.755,3.7
80.24999999999955,12.755,4.1
80.25499999999954,12.755,11.7
80.25999999999954,12.755,-0.9
80.26499999999953,12.755,-2.0
80.26999999999953,12.755,2.0
80.27499999999952,12.755,9.6
80.27999999999952,12.755,-2.0
80.28499999999951,12.755,0.5
80.28999999999951,12.755,-2.0
80.2949999999995,12.755,-0.3
80.2999999999995,12.755,-2.0
80.3049999999995,12.755,13.3
80.30999999999949,12.755,0.3
80.31499999999949,12.755,4.8
80.31999999999948,12.755,8.3
80.32499999999948,12.755,2.2
80.32999999999947,12.755,12.1
80.33499999999947,12.755,5.4
80.33999999999946,12.755,-0.8
80.34499999999946,12.755,1.9
80.34999999999945,12.755,7.1
80.35499999999945,12.755,0.3
80.35999999999945,12.755,2.3
80.36499999999944,12.755,2.2
80.36999999999944,12.755,-2.0
80.37499999999943,12.755,8.8
80.37999999999943,12.755,-2.0
80.38499999999942,12.755,5.2
80.38999999999942,12.755,10.1
80.39499999999941,12.755,1.5
80.39999999999941,12.755,5.6
80.4049999999994,12.755,6.5
80.4099999999994,12.755,-2.0
80.4149999999994,12.755,-2.0
80.41999999999939,12.755,0.8
80.42499999999939,12.755,-1.5
80.42999999999938,12.755,-2.0
80.43499999999938,12.755,-2.0
80.43999999999937,12.755,-1.7
80.44499999999937,12.755,1.4
80.44999999999936,12.755,3.5
79.75,12.760000000000002,134.1
79.755,12.760000000000002,129.9
79.75999999999999,12.760000000000002,133.9
79.76499999999999,12.760000000000002,137.4
79.76999999999998,12.760000000000002,128.9
79.77499999999998,12.760000000000002,127.2
79.77999999999997,12.760000000000002,126.6
79.78499999999997,12.760000000000002,134.7
79.78999999999996,12.760000000000002,116.1
79.79499999999996,12.760000000000002,121.7
79.79999999999995,12.760000000000002,116.7
79.80499999999995,12.760000000000002,114.4
79.80999999999995,12.760000000000002,119.5
79.81499999999994,12.760000000000002,115.9
79.81999999999994,12.760000000000002,112.1
79.82499999999993,12.760000000000002,127.1
79.82999999999993,12.760000000000002,126.7
79.83499999999992,12.760000000000002,112.2
79.83999999999992,12.760000000000002,113.1
79.84499999999991,12.760000000000002,111.5
79.84999999999991,12.760000000000002,112.2
79.8549999999999,12.760000000000002,118.0
79.8599999999999,12.760000000000002,105.3
79.8649999999999,12.760000000000002,105.4
79.86999999999989,12.760000000000002,108.7
79.87499999999989,12.760000000000002,104.6
79.87999999999988,12.760000000000002,107.6
79.88499999999988,12.760000000000002,106.4
79.88999999999987,12.760000000000002,108.8
79.89499999999987,12.760000000000002,109.0
79.89999999999986,12.760000000000002,98.6
79.90499999999986,12.760000000000002,101.9
79.90999999999985,12.760000000000002,101.2
79.91499999999985,12.760000000000002,93.6
79.91999999999985,12.760000000000002,95.7
79.92499999999984,12.760000000000002,102.4
79.92999999999984,12.760000000000002,98.6
79.93499999999983,12.760000000000002,91.1
79.93999999999983,12.760000000000002,95.0
79.94499999999982,12.760000000000002,93.3
79.94999999999982,12.760000000000002,95.9
79.95499999999981,12.760000000000002,89.3
79.95999999999981,12.760000000000002,105.1
79.9649999999998,12.760000000000002,94.2
79.9699999999998,12.760000000000002,76.2
79.9749999999998,12.760000000000002,89.4
79.97999999999979,12.760000000000002,81.7
79.98499999999979,12.760000000000002,78.4
79.98999999999978,12.760000000000002,92.4
79.99499999999978,12.760000000000002,88.2
79.99999999999977,12.760000000000002,84.0
80.00499999999977,12.760000000000002,67.2
80.00999999999976,12.760000000000002,71.7
80.01499999999976,12.760000000000002,77.9
80.01999999999975,12.760000000000002,81.2
80.02499999999975,12.760000000000002,79.5
80.02999999999975,12.760000000000002,72.0
80.03499999999974,12.760000000000002,74.2
80.03999999999974,12.760000000000002,74.0
80.04499999999973,12.760000000000002,74.3
80.04999999999973,12.760000000000002,69.8
80.05499999999972,12.760000000000002,63.0
80.05999999999972,12.760000000000002,69.1
80.06499999999971,12.760000000000002,72.4
80.06999999999971,12.760000000000002,51.5
80.0749999999997,12.760000000000002,60.6
80.0799999999997,12.760000000000002,60.0
80.0849999999997,12.760000000000002,62.4
80.08999999999969,12.760000000000002,62.2
80.09499999999969,12.760000000000002,62.4
80.09999999999968,12.760000000000002,57.4
80.10499999999968,12.760000000000002,55.1
80.10999999999967,12.760000000000002,57.9
80.11499999999967,12.760000000000002,52.3
80.11999999999966,12.760000000000002,53.5
80.12499999999966,12.760000000000002,53.4
80.12999999999965,12.760000000000002,48.9
80.13499999999965,12.760000000000002,55.0
80.13999999999965,12.760000000000002,50.4
80.14499999999964,12.760000000000002,56.6
80.14999999999964,12.760000000000002,49.7
80.15499999999963,12.760000000000002,23.9
80.15999999999963,12.760000000000002,24.5
80.16499999999962,12.760000000000002,32.2
80.16999999999962,12.760000000000002,36.4
80.17499999999961,12.760000000000002,27.4
80.17999999999961,12.760000000000002,31.3
80.1849999999996,12.760000000000002,30.3
80.1899999999996,12.760000000000002,19.9
80.1949999999996,12.760000000000002,20.1
80.19999999999959,12.760000000000002,31.2
80.20499999999959,12.760000000000002,18.8
80.20999999999958,12.760000000000002,13.9
80.21499999999958,12.760000000000002,25.7
80.21999999999957,12.760000000000002,19.6
80.22499999999957,12.760000000000002,11.9
80.22999999999956,12.760000000000002,15.2
80.23499999999956,12.760000000000002,13.0
80.23999999999955,12.760000000000002,13.7
80.24499999999955,12.760000000000002,11.5
80.24999999999955,12.760000000000002,23.4
80.25499999999954,12.760000000000002,7.7
80.25999999999954,12.760000000000002,-2.0
80.26499999999953,12.760000000000002,3.0
80.26999999999953,12.760000000000002,2.4
80.27499999999952,12.760000000000002,0.9
80.27999999999952,12.760000000000002,-2.0
80.28499999999951,12.760000000000002,-2.0
80.28999999999951,12.760000000000002,-2.0
80.2949999999995,12.760000000000002,-1.1
80.2999999999995,12.760000000000002,10.3
80.3049999999995,12.760000000000002,0.7
80.30999999999949,12.760000000000002,-0.2
80.31499999999949,12.760000000000002,4.9
80.31999999999948,12.760000000000002,4.7
80.32499999999948,12.760000000000002,3.4
80.32999999999947,12.760000000000002,-1.5
80.33499999999947,12.760000000000002,4.9
80.33999999999946,12.760000000000002,-0.3
80.34499999999946,12.760000000000002,-0.3
80.34999999999945,12.760000000000002,7.3
80.35499999999945,12.760000000000002,4.1
80.35999999999945,12.760000000000002,1.5
80.36499999999944,12.760000000000002,2.9
80.36999999999944,12.760000000000002,-2.0
80.37499999999943,12.760000000000002,5.3
80.37999999999943,12.760000000000002,-1.0
80.38499999999942,12.760000000000002,9.3
80.38999999999942,12.760000000000002,-2.0
80.39499999999941,12.760000000000002,9.4
80.39999999999941,12.760000000000002,1.2
80.4049999999994,12.760000000000002,2.1
80.4099999999994,12.760000000000002,-2.0
80.4149999999994,12.760000000000002,5.8
80.41999999999939,12.760000000000002,3.9
80.42499999999939,12.760000000000002,4.1
80.42999999999938,12.760000000000002,6.4
80.43499999999938,12.760000000000002,2.4
80.43999999999937,12.760000000000002,-1.4
80.44499999999937,12.760000000000002,10.5
80.44999999999936,12.760000000000002,-2.0
79.75,12.765000000000002,133.1
79.755,12.765000000000002,131.7
79.75999999999999,12.765000000000002,132.9
79.76499999999999,12.765000000000002,136.6
79.76999999999998,12.765000000000002,130.4
79.77499999999998,12.765000000000002,123.7
79.77999999999997,12.765000000000002,132.3
79.78499999999997,12.765000000000002,121.3
79.78999999999996,12.765000000000002,124.9
79.79499999999996,12.765000000000002,121.0
79.79999999999995,12.765000000000002,131.0
79.80499999999995,12.765000000000002,123.8
79.80999999999995,12.765000000000002,124.6
79.81499999999994,12.765000000000002,116.5
79.81999999999994,12.765000000000002,122.7
79.82499999999993,12.765000000000002,113.3
79.82999999999993,12.765000000000002,110.5
79.83499999999992,12.765000000000002,119.3
79.83999999999992,12.765000000000002,116.6
79.84499999999991,12.765000000000002,114.2
79.84999999999991,12.765000000000002,111.1
79.8549999999999,12.765000000000002,122.6
79.8599999999999,12.765000000000002,103.8
79.8649999999999,12.765000000000002,103.3
79.86999999999989,12.765000000000002,113.9
79.87499999999989,12.765000000000002,109.2
79.87999999999988,12.765000000000002,101.8
79.88499999999988,12.765000000000002,105.4
79.88999999999987,12.765000000000002,112.7
79.89499999999987,12.765000000000002,103.2
79.89999999999986,12.765000000000002,101.3
79.90499999999986,12.765000000000002,105.5
79.90999999999985,12.765000000000002,98.7
79.91499999999985,12.765000000000002,99.6
79.91999999999985,12.765000000000002,103.3
79.92499999999984,12.765000000000002,94.2
79.92999999999984,12.765000000000002,94.6
79.93499999999983,12.765000000000002,84.1
79.93999999999983,12.765000000000002,92.8
79.94499999999982,12.765000000000002,95.3
79.94999999999982,12.765000000000002,99.6
79.95499999999981,12.765000000000002,96.0
79.95999999999981,12.765000000000002,91.3
79.9649999999998,12.765000000000002,97.1
79.9699999999998,12.765000000000002,79.0
79.9749999999998,12.765000000000002,78.2
79.97999999999979,12.765000000000002,77.4
79.98499999999979,12.765000000000002,83.6
79.98999999999978,12.765000000000002,85.8
79.99499999999978,12.765000000000002,86.1
79.99999999999977,12.765000000000002,92.7
80.00499999999977,12.765000000000002,76.1
80.00999999999976,12.765000000000002,79.4
80.01499999999976,12.765000000000002,77.3
80.01999999999975,12.765000000000002,67.1
80.02499999999975,12.765000000000002,75.0
80.02999999999975,12.765000000000002,69.8
80.03499999999974,12.765000000000002,73.2
80.03999999999974,12.765000000000002,72.0
80.04499999999973,12.765000000000002,77.9
80.04999999999973,12.765000000000002,78.9
80.05499999999972,12.765000000000002,65.6
80.05999999999972,12.765000000000002,65.5
80.06499999999971,12.765000000000002,69.6
80.06999999999971,12.765000000000002,73.0
80.0749999999997,12.765000000000002,67.0
80.0799999999997,12.765000000000002,68.6
80.0849999999997,12.765000000000002,60.5
80.08999999999969,12.765000000000002,65.0
80.09499999999969,12.765000000000002,47.5
80.09999999999968,12.765000000000002,57.5
80.10499999999968,12.765000000000002,53.3
80.10999999999967,12.765000000000002,55.6
80.11499999999967,12.765000000000002,53.5
80.11999999999966,12.765000000000002,55.6
80.12499999999966,12.765000000000002,44.2
80.12999999999965,12.765000000000002,48.7
80.13499999999965,12.765000000000002,57.4
80.13999999999965,12.765000000000002,48.9
80.14499999999964,12.765000000000002,42.8
80.14999999999964,12.765000000000002,44.3
80.15499999999963,12.765000000000002,34.5
80.15999999999963,12.765000000000002,22.4
80.16499999999962,12.765000000000002,22.5
80.16999999999962,12.765000000000002,26.9
80.17499999999961,12.765000000000002,23.3
80.17999999999961,12.765000000000002,28.6
80.1849999999996,12.765000000000002,24.5
80.1899999999996,12.765000000000002,30.3
80.1949999999996,12.765000000000002,21.9
80.19999999999959,12.765000000000002,17.5
80.20499999999959,12.765000000000002,19.8
80.20999999999958,12.765000000000002,19.2
80.21499999999958,12.765000000000002,12.3
80.21999999999957,12.765000000000002,15.2
80.22499999999957,12.765000000000002,8.2
80.22999999999956,12.765000000000002,17.7
80.23499999999956,12.765000000000002,22.4
80.23999999999955,12.765000000000002,17.6
80.24499999999955,12.765000000000002,11.6
80.24999999999955,12.765000000000002,9.9
80.25499999999954,12.765000000000002,-2.0
80.25999999999954,12.765000000000002,1.9
80.26499999999953,12.765000000000002,-2.0
80.26999999999953,12.765000000000002,3.6
80.27499999999952,12.765000000000002,-0.2
80.27999999999952,12.765000000000002,4.7
80.28499999999951,12.765000000000002,-2.0
80.28999999999951,12.765000000000002,6.8
80.2949999999995,12.765000000000002,-0.5
80.2999999999995,12.765000000000002,-1.7
80.3049999999995,12.765000000000002,-2.0
80.30999999999949,12.765000000000002,2.6
80.31499999999949,12.765000000000002,4.6
80.31999999999948,12.765000000000002,4.9
80.32499999999948,12.765000000000002,-1.7
80.32999999999947,12.765000000000002,3.4
80.33499999999947,12.765000000000002,0.2
80.33999999999946,12.765000000000002,-2.0
80.34499999999946,12.765000000000002,-2.0
80.34999999999945,12.765000000000002,2.5
80.35499999999945,12.765000000000002,7.4
80.35999999999945,12.765000000000002,-0.8
80.36499999999944,12.765000000000002,-2.0
80.36999999999944,12.765000000000002,13.2
80.37499999999943,12.765000000000002,2.7
80.37999999999943,12.765000000000002,2.5
80.38499999999942,12.765000000000002,2.2
80.38999999999942,12.765000000000002,-2.0
80.39499999999941,12.765000000000002,-2.0
80.39999999999941,12.765000000000002,0.9
80.4049999999994,12.765000000000002,-2.0
80.4099999999994,12.765000000000002,12.3
80.4149999999994,12.765000000000002,-2.0
80.41999999999939,12.765000000000002,12.5
80.42499999999939,12.765000000000002,10.4
80.42999999999938,12.765000000000002,-2.0
80.43499999999938,12.765000000000002,-0.7
80.43999999999937,12.765000000000002,2.1
80.44499999999937,12.765000000000002,-0.7
80.44999999999936,12.765000000000002,4.5
79.75,12.770000000000003,130.4
79.755,12.770000000000003,138.0
79.75999999999999,12.770000000000003,134.4
79.76499999999999,12.770000000000003,138.0
79.76999999999998,12.770000000000003,132.5
79.77499999999998,12.770000000000003,124.0
79.77999999999997,12.770000000000003,122.6
79.78499999999997,12.770000000000003,116.5
79.78999999999996,12.770000000000003,122.2
79.79499999999996,12.770000000000003,123.5
79.79999999999995,12.770000000000003,120.2
79.80499999999995,12.770000000000003,127.9
79.80999999999995,12.770000000000003,133.1
79.81499999999994,12.770000000000003,126.3
79.81999999999994,12.770000000000003,115.2
79.82499999999993,12.770000000000003,117.4
79.82999999999993,12.770000000000003,116.6
79.83499999999992,12.770000000000003,113.7
79.83999999999992,12.770000000000003,110.1
79.84499999999991,12.770000000000003,108.1
79.84999999999991,12.770000000000003,125.2
79.8549999999999,12.770000000000003,117.5
79.8599999999999,12.770000000000003,111.5
79.8649999999999,12.770000000000003,115.9
79.86999999999989,12.770000000000003,109.7
79.87499999999989,12.770000000000003,103.5
79.87999999999988,12.770000000000003,107.5
79.88499999999988,12.770000000000003,109.3
79.88999999999987,12.770000000000003,107.3
79.89499999999987,12.770000000000003,103.5
79.89999999999986,12.770000000000003,97.1
79.90499999999986,12.770000000000003,107.4
79.90999999999985,12.770000000000003,100.7
79.91499999999985,12.770000000000003,104.5
79.91999999999985,12.770000000000003,96.9
79.92499999999984,12.770000000000003,92.2
79.92999999999984,12.770000000000003,94.5
79.93499999999983,12.770000000000003,93.9
79.93999999999983,12.770000000000003,90.7
79.94499999999982,12.770000000000003,95.1
79.94999999999982,12.770000000000003,93.1
79.95499999999981,12.770000000000003,92.4
79.95999999999981,12.770000000000003,87.1
79.9649999999998,12.770000000000003,90.5
79.9699999999998,12.770000000000003,79.0
79.9749999999998,12.770000000000003,94.0
79.97999999999979,12.770000000000003,76.9
79.98499999999979,12.770000000000003,84.9
79.98999999999978,12.770000000000003,82.2
79.99499999999978,12.770000000000003,80.4
79.99999999999977,12.770000000000003,79.8
80.00499999999977,12.770000000000003,76.4
80.00999999999976,12.770000000000003,81.7
80.01499999999976,12.770000000000003,86.9
80.01999999999975,12.770000000000003,71.3
80.02499999999975,12.770000000000003,78.6
80.02999999999975,12.770000000000003,72.9
80.03499999999974,12.770000000000003,69.2
80.03999999999974,12.770000000000003,70.2
80.04499999999973,12.770000000000003,61.0
80.04999999999973,12.770000000000003,72.1
80.05499999999972,12.770000000000003,63.3
80.05999999999972,12.770000000000003,57.3
80.06499999999971,12.770000000000003,62.9
80.06999999999971,12.770000000000003,68.7
80.0749999999997,12.770000000000003,55.1
80.0799999999997,12.770000000000003,64.7
80.0849999999997,12.770000000000003,58.1
80.08999999999969,12.770000000000003,61.8
80.09499999999969,12.770000000000003,56.5
80.09999999999968,12.770000000000003,61.3
80.10499999999968,12.770000000000003,57.5
80.10999999999967,12.770000000000003,51.0
80.11499999999967,12.770000000000003,62.6
80.11999999999966,12.770000000000003,54.6
80.12499999999966,12.770000000000003,55.5
80.12999999999965,12.770000000000003,54.2
80.13499999999965,12.770000000000003,51.0
80.13999999999965,12.770000000000003,47.9
80.14499999999964,12.770000000000003,46.8
80.14999999999964,12.770000000000003,44.1
80.15499999999963,12.770000000000003,24.8
80.15999999999963,12.770000000000003,20.3
80.16499999999962,12.770000000000003,23.2
80.16999999999962,12.770000000000003,33.5
80.17499999999961,12.770000000000003,24.5
80.17999999999961,12.770000000000003,20.9
80.1849999999996,12.770000000000003,36.0
80.1899999999996,12.770000000000003,22.6
80.1949999999996,12.770000000000003,27.9
80.19999999999959,12.770000000000003,14.2
80.20499999999959,12.770000000000003,20.2
80.20999999999958,12.770000000000003,19.1
80.21499999999958,12.770000000000003,22.7
80.21999999999957,12.770000000000003,23.6
80.22499999999957,12.770000000000003,19.2
80.22999999999956,12.770000000000003,18.7
80.23499999999956,12.770000000000003,23.9
80.23999999999955,12.770000000000003,14.9
80.24499999999955,12.770000000000003,10.4
80.24999999999955,12.770000000000003,7.3
80.25499999999954,12.770000000000003,5.7
80.25999999999954,12.770000000000003,1.3
80.26499999999953,12.770000000000003,10.5
80.26999999999953,12.770000000000003,-0.7
80.27499999999952,12.770000000000003,-2.0
80.27999999999952,12.770000000000003,3.4
80.28499999999951,12.770000000000003,-0.4
80.28999999999951,12.770000000000003,-2.0
80.2949999999995,12.770000000000003,0.7
80.2999999999995,12.770000000000003,4.7
80.3049999999995,12.770000000000003,9.0
80.30999999999949,12.770000000000003,5.0
80.31499999999949,12.770000000000003,-2.0
80.31999999999948,12.770000000000003,-0.6
80.32499999999948,12.770000000000003,-2.0
80.32999999999947,12.770000000000003,7.4
80.33499999999947,12.770000000000003,10.0
80.33999999999946,12.770000000000003,5.7
80.34499999999946,12.770000000000003,2.7
80.34999999999945,12.770000000000003,0.7
80.35499999999945,12.770000000000003,6.0
80.35999999999945,12.770000000000003,4.2
80.36499999999944,12.770000000000003,10.8
80.36999999999944,12.770000000000003,1.6
80.37499999999943,12.770000000000003,-2.0
80.37999999999943,12.770000000000003,1.3
80.38499999999942,12.770000000000003,0.1
80.38999999999942,12.770000000000003,2.3
80.39499999999941,12.770000000000003,5.0
80.39999999999941,12.770000000000003,-2.0
80.4049999999994,12.770000000000003,2.7
80.4099999999994,12.770000000000003,-2.0
80.4149999999994,12.770000000000003,3.3
80.41999999999939,12.770000000000003,-1.3
80.42499999999939,12.770000000000003,6.6
80.42999999999938,12.770000000000003,1.9
80.43499999999938,12.770000000000003,1.3
80.43999999999937,12.770000000000003,6.9
80.44499999999937,12.770000000000003,12.1
80.44999999999936,12.770000000000003,-1.9
79.75,12.775000000000004,137.0
79.755,12.775000000000004,126.6
79.75999999999999,12.775000000000004,135.0
79.76499999999999,12.775000000000004,126.4
79.76999999999998,12.775000000000004,129.8
79.77499999999998,12.775000000000004,132.6
79.77999999999997,12.775000000000004,123.5
79.78499999999997,12.775000000000004,130.0
79.78999999999996,12.775000000000004,116.0
79.79499999999996,12.775000000000004,126.4
79.79999999999995,12.775000000000004,119.8
79.80499999999995,12.775000000000004,122.9
79.80999999999995,12.775000000000004,120.3
79.81499999999994,12.775000000000004,121.5
79.81999999999994,12.775000000000004,117.5
79.82499999999993,12.775000000000004,123.8
79.82999999999993,12.775000000000004,116.8
79.83499999999992,12.775000000000004,126.2
79.83999999999992,12.775000000000004,113.5
79.84499999999991,12.775000000000004,111.7
79.84999999999991,12.775000000000004,116.6
79.8549999999999,12.775000000000004,103.5
79.8599999999999,12.775000000000004,109.7
79.8649999999999,12.775000000000004,109.2
79.86999999999989,12.775000000000004,107.2
79.87499999999989,12.775000000000004,101.1
79.87999999999988,12.775000000000004,104.0
79.88499999999988,12.775000000000004,109.2
79.88999999999987,12.775000000000004,96.5
79.89499999999987,12.775000000000004,107.4
79.89999999999986,12.775000000000004,92.2
79.90499999999986,12.775000000000004,102.4
79.90999999999985,12.775000000000004,98.5
79.91499999999985,12.775000000000004,102.8
79.91999999999985,12.775000000000004,102.2
79.92499999999984,12.775000000000004,98.5
79.92999999999984,12.775000000000004,103.2
79.93499999999983,12.775000000000004,94.1
79.93999999999983,12.775000000000004,95.6
79.94499999999982,12.775000000000004,91.8
79.94999999999982,12.775000000000004,83.8
79.95499999999981,12.775000000000004,94.7
79.95999999999981,12.775000000000004,80.4
79.9649999999998,12.775000000000004,90.1
79.9699999999998,12.775000000000004,86.1
79.9749999999998,12.775000000000004,83.4
79.97999999999979,12.775000000000004,74.7
79.98499999999979,12.775000000000004,82.2
