longitude,latitude,elevation
79.96790770435781,13.24978650882189,46
79.89519117923885,13.142221609762364,42
80.12209913100958,12.903788998523352,27
80.14806669684536,12.958798674677725,23
80.11418173235533,13.104985765143052,16
79.98279226052617,13.244391592433518,38
80.24827329567337,13.095515622431881,7
79.98086837671639,12.859495032974928,41
79.95528940402627,12.980756417197085,39
80.27429506508008,13.054335056939864,11
80.05494136514734,13.121234938809472,28
80.22824453358096,13.209847647353723,8
79.95484526003769,12.980684236278117,41
80.16065569649503,13.14764901376069,9
79.81778410355314,13.181917577238785,44
79.96289356886649,12.956521774178661,35
79.81279152594036,13.22838384056784,59
79.95648338640295,12.933233377517064,37
79.95169009545766,12.809321680331552,44
80.23110646591292,13.139369200334055,8
79.83458036872416,12.831387393333559,61
79.89446739363089,13.298426780069457,45
80.18194358877922,13.19567551511806,20
80.23970525584832,13.098437841975496,11
79.86637252663937,13.018604049665516,59
79.89131831090498,13.01848838366096,78
79.9154548801346,13.27704239739626,53
79.91329223969663,12.879254096902557,64
80.0295054961431,12.982302832104656,32
80.04162152800238,13.150143123151919,28
79.95272704235612,12.997460159765279,51
79.82781207231346,13.291041970834735,117
80.0654331760113,13.125218890052599,39
80.05677626608687,13.04911931221908,25
79.89415607985399,13.039716161336026,61
79.88582189380077,12.859685738831377,51
79.92121307992774,12.99829153034725,56
80.1769930877128,13.026547722305384,13
80.14695213507399,13.175759133894859,27
80.0974235797894,13.243049048018284,21
80.20421057738447,13.256994634005196,15
80.08451803491616,12.97640097736108,18
79.88033536611377,12.810185739314878,50
79.96029176219098,12.969511341333762,35
79.96269283860032,13.160395161515881,35
79.99157510856463,13.036338577680775,37
80.18045903280898,12.994838947414644,13
80.13599376677357,13.246850875497083,28
79.91520688936161,12.819646306664877,50
80.14045721276649,13.165131691747751,24
80.21077822735128,13.187154980719606,7
80.05474918196722,13.216277440944562,20
79.97211437021221,12.808044086278178,44
80.14811406863521,12.961203947429555,22
80.1176695061905,13.190341103749088,44
79.96744634742888,12.964977530081716,32
80.07056651833776,12.811520318143526,39
79.97050228835617,13.162625881426626,38
79.96044086267109,13.091883999647385,36
80.08842919169426,13.175552095958592,27
80.1063673650809,13.177523639164832,31
80.06424605314936,12.820026182386654,44
79.97787102039409,12.85982854320871,42
80.13423804667444,13.191166149597544,37
80.18554911734952,13.250562147791642,17
79.99121207891213,12.814336836261285,60
80.21511300099044,12.90922464171454,1
79.88380141206308,12.823501011862092,51
79.91152248294398,12.849526222614479,64
80.11307029727956,12.939763015875759,24
79.98441638952966,13.06023333662476,30
80.15341007353794,13.109741014359846,20
80.25769570579484,13.109078647628195,4
80.1443593573998,13.187223081727403,22
79.806188608827,13.21592767125615,47
79.95793872520964,13.189694117746427,32
80.00210293419643,12.903976857285846,36
79.89368101514273,13.130513310795829,44
80.11128590236908,13.138811132320516,29
79.93256818530374,13.0743673109193,44
80.14458681909154,13.113102178725997,17
79.90373636923898,12.847187766036633,56
80.05850161319371,12.883789285418219,24
80.02393686165374,12.922386567883827,25
80.07027597754907,13.056815646269639,25
80.2028052743469,12.92827314590342,13
79.81680059823482,13.000240251721564,64
79.88155745067841,12.887272901710956,64
79.97678502824795,12.91472607441466,30
80.02151598777797,13.050372144876697,30
79.9369376635151,13.13123171837296,42
80.02017647621149,12.909903685974466,32
80.04370221493387,13.12335426908464,33
80.09191389409008,12.861963452050391,39
79.84677473841333,13.073724672002296,54
80.1282959728853,13.081641908939313,19
80.21061313145042,13.210181705576312,9
80.09436407539994,12.897794002740776,114
79.95796307025196,12.9670990908974,36
80.144595903524,12.986397241806134,17
80.23827081515834,13.152567069491162,12
79.9286312147986,13.256716752936152,43
79.85107172434908,13.267946032272409,55
80.22121793863667,13.183765565333678,5
80.25420140190373,13.03562042228129,12
79.81858665317124,13.250130764209192,82
80.2030730630595,13.189437806873642,9
79.84856894504216,13.074373723988687,57
79.9934238172765,12.942836116262514,26
80.04099781443644,12.822409026609416,42
80.21997103032291,12.988585111880054,8
80.19723256432046,12.887704779428791,12
79.89457666053387,13.033879322467179,73
79.83624113824331,13.103884858710371,51
80.21221704539693,13.00133136955592,13
80.03892880936775,12.993996540523996,28
80.19159067509204,13.032137358359336,11
80.20275804879107,12.81715544514734,3
80.24834266241108,13.014690950482203,10
80.22446064865613,13.016360324959738,12
80.18598796798157,12.84796810348208,7
80.17346471978438,12.973485420746332,25
79.80795720695868,13.19989636211076,44
80.14264094033187,13.10964776500512,15
79.89634390320747,12.896799878627844,63
80.07904353675569,13.286717499061695,20
80.24833006904359,13.15293829279979,10
79.90297022015154,12.828057034071131,46
79.85001318877906,13.098432533136616,49
80.13646106827537,12.867451430270954,18
79.97124601657342,13.148384121657559,37
80.2746938525045,13.092366945523446,3
80.13002668525534,12.898482663010332,25
80.23564013128868,12.824836026746924,0
80.32974885189805,13.28406831258717,4
80.04201978896327,13.097494292316778,31
79.92114117784375,13.064775770824061,48
79.85588791277216,13.099662108551527,49
80.12155853143686,12.824260093103154,38
79.9597318592028,13.23445638761529,32
79.83051879842472,12.84853056055277,62
80.18182364604759,13.228622701027875,15
80.13083217837728,13.121615035440787,26
80.10926973366077,13.27114413462821,16
79.95084845908083,13.262862255785773,53
80.17235168362649,13.256306809186668,18
80.16048184228995,13.052857402775853,12
79.90282185935168,12.806317105783926,43
80.17069577314761,13.048615964958971,13
79.97268009478168,13.272817671779153,38
79.90955815446509,13.186175889725511,36
79.91893062203258,12.913854754416224,57
80.20616814933261,13.213607953252689,10
79.84501424299327,12.901882522775571,73
80.10565112991279,13.080802413979631,20
80.21591033938337,12.963853881235256,3
80.2390893939122,13.246053869461317,11
80.14036376817906,13.175871251245013,31
79.95724327935397,12.837342889861171,52
79.85152068396808,12.858223769038814,56
80.09265247292232,12.885251885666305,43
80.0610178967295,12.835089277285633,50
80.10849395021076,13.25370547540701,20
80.02936646961162,13.008770622991914,24
80.21961309399795,13.168394992874427,6
80.25509515438758,13.131865486850728,7
80.0941639375173,12.917465325061727,18
80.24200396589887,12.940345873456026,1
80.26894058085031,13.180613637908001,1
80.17428065531072,12.815655218911457,18
80.08985511804147,12.86261386307749,35
80.08862884369019,12.858115438218443,34
79.9821932883211,12.834623166547814,48
79.8007193562802,12.962744029276067,74
80.00988888508337,13.060026817523514,26
80.00268771389666,13.104608902622852,33
79.88879770088666,13.176908244480252,42
79.99164514748121,13.296286197769415,35
79.82490953992371,12.818277858066212,61
80.22646004749105,13.215594342136013,7
79.84436958307484,13.21034487161764,72
79.80331965191498,13.264998372212313,118
80.05930559786101,12.823289731817914,45
80.26860695775117,13.263717647188676,9
79.85593644087547,13.189658451472466,37
79.93927441838521,13.214554440179473,35
79.80941758799979,13.126031600452237,47
79.91665577670602,13.157939014531832,40
80.25059356226478,12.883668972834993,3
80.05529332768212,13.125688265425403,34
80.11397602532301,12.855125079527397,29
80.20284522910953,12.892607114755569,1
79.94651560857253,12.982521626706536,43
79.93871354541861,12.922369006587804,48
80.22399583828019,13.139882526555622,4
80.03661425568376,13.088885054330513,24
79.9574634009818,13.250826788686835,56
80.20323226628716,13.144230540632543,7
79.9134542919503,12.871297266518804,67
80.22019431140481,13.186636059642069,7
80.0793355804681,13.058733772549383,23
79.82397348503162,13.089281478235428,51
80.22400656613272,13.242802682139756,7
80.24508433319276,12.933566533058064,-2
80.0152742304226,13.16225383053459,30
80.07439307138414,12.940430282795566,20
79.86855462115997,12.891039343030368,66
80.19386858385825,13.228944080289319,13
79.90213822441676,13.234941177530292,42
79.96798824985844,12.977380001425416,36
80.0932951139872,13.124141926206812,35
80.02116314637618,12.922977720653732,26
80.14807075956092,13.101410341440873,14
80.2155340460349,13.255884135016872,11
79.96053357626236,13.028039690683235,47
80.29947335438914,13.200707660367627,5
79.84099237092853,13.115305228451922,48
79.88389646791708,13.136133878117686,44
80.17704049951126,12.889085098955725,10
79.92320121744511,12.823419709179783,47
79.81677414133014,13.12149306729055,50
80.14104680803118,13.173082411861463,28
80.2087495042928,13.199926664243202,7
80.14418772768056,13.26016130961828,14
80.31572944960644,13.271705559731984,-1
79.97977458645045,13.22507146862253,28
79.80063298849285,13.153075799984006,51
80.26339309584927,13.13250389096482,3
79.82196764289095,13.053190973755576,58
79.80123535467281,13.155985396439718,56
80.14031510147768,12.828833170913759,28
80.1635685762543,13.136281516244892,20
80.2079146711335,13.26909982939464,12
80.09442517258786,13.067532058455733,23
80.25934766476756,12.976794318338717,10
79.98274456216994,13.260584523696487,57
80.15372842906403,13.003910307004261,12
79.85750180545786,12.943357347613286,85
80.05776279495409,13.079843012577793,27
79.87463407601332,13.031587082090807,56
79.82292190532495,12.934689505935992,62
79.89076886135832,12.965873702432766,69
79.9120788428024,13.020013922186948,63
79.93298438616631,12.970136856633546,46
80.06655207581703,12.950550429284947,32
79.84097091478947,13.035492812666055,56
80.13958442231262,13.047496716186798,18
80.12684381209453,13.228242198578098,32
80.09312910716932,13.278731646958915,20
80.24723139851018,12.882917503809315,4
79.84365713588025,12.986371030671005,75
79.91251393680528,13.0879695981172,52
80.15720416022798,12.959650148889688,16
80.05510850689973,12.875425357293242,23
80.0873213146355,13.055323263076044,22
80.22137222640903,12.892216648707878,1
80.13436387769386,13.22005484436948,18
79.82278256817838,13.00484635859864,63
79.89994931592155,13.269201705248175,63
80.16209632017305,13.183334416893933,12
80.00383475477202,12.840717025985251,38
80.25589407120852,13.06804128134128,12
79.9457875172682,13.219106484381273,32
80.2138194953072,13.013451547568858,10
79.90311097011768,13.276015849530589,61
80.07919570407671,13.169632338941444,28
80.19185757874837,12.950643132757342,3
79.90892857426076,13.113105531640079,42
79.97600340408464,13.265401010421296,51
80.20854735439471,13.285591922381178,14
80.15369647974882,13.247759697845497,17
80.25796057811021,13.15507744910597,8
80.0942921992207,13.044967123239797,23
80.19663040680996,12.923198567297325,13
80.26779514281407,13.15740069575701,5
79.97961414820492,13.111566672353783,34
80.19205902934,13.154095058405115,14
80.06858680157617,12.8161837413391,38
80.2846259279774,13.154835299180755,4
80.21471554576695,12.904583739758383,0
80.08316155585078,13.062311103010634,21
79.90638016960196,12.81167915235011,44
79.94163647770924,12.946469507374633,50
80.03318093214763,13.295823221389606,32
80.2027295841875,13.271027396275798,13
80.24153336238494,13.011041852531132,13
79.95970069915546,13.078289888854417,37
79.82034818735352,13.141956225121431,46
80.09510781953999,13.262860198300265,19
80.01779508536919,12.997095842425873,39
79.8710139052198,13.285974513536267,60
79.95114137507329,12.84493376780252,51
80.00945809628539,12.854499305345712,28
80.19746747012962,13.184447413127941,11
79.84807731186102,12.80137126966473,54
79.98391602356018,13.045628608627334,41
80.1661573983291,13.24369422859667,12
80.30502184777673,13.106559635288155,0
79.94849279449538,12.995636293763216,48
79.94030028774277,12.92296262848555,43
80.32545407841425,13.27358627780818,1
79.82705612006002,13.206554922975194,44
80.19051969659121,12.856865201746539,15
79.9029647752348,13.299069129706313,45
80.13070093770101,13.002161308288372,13
80.19092983379244,13.100273841901,15
79.87486694803171,12.833043472238623,53
79.90581650216893,12.820157305216213,46
80.2458188136386,13.201475232258034,6
80.26933474246066,13.000240251509176,9
79.8322079941282,12.845526240353601,64
79.87950742127394,13.127437700870338,43
80.16115104520074,13.031158225773062,17
79.95786075366442,13.173404562963698,33
79.93440566684966,13.121160019874768,42
79.94492827464914,13.168346678007055,36
79.97162959413112,12.838773859720936,48
79.98225447574602,13.222703696631287,31
80.04338260998891,12.995296592314823,19
80.10288554651292,13.244208063499354,17
80.00621762575452,12.853347797200488,30
79.86112908767365,12.96641810092126,79
80.23792395708135,12.927780640287494,3
80.07153984647644,13.233463520998395,16
80.24181239310424,12.905597360842949,-1
80.11579718395791,13.263159393727989,24
80.04246268216495,12.889367925276801,28
80.06912285501937,13.029849149326967,22
79.98451659046287,13.216981404770777,31
79.81770687099723,13.13976679919472,44
80.21483449523335,13.07024970212927,11
79.9086748731134,12.806231472225427,40
79.87244917949819,13.259748462586977,50
80.23926387658743,12.947692117789321,5
80.14194844397103,12.815468108492647,24
79.85733544280066,12.82885041260478,55
